date,description,south_rating,kaanapali_rating,northwest_rating
"Saturday, August 6, 2022","North West (epili,kapatua, Honolua)

Sunny. Increasing wind & PM clouds
Waves & currents on outer points
Kapalua Bay & Honolua bay are calmest

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. Increasing wind
Slightly elevated waves to avoid
Black Rock & Kahekili likley great all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny morning. Increasing wind & clouds
Afternoon choppy wind waves are likely
Kam 1,2,3, parts of Ulua & Mak Landing good",8.0,8.5,7.5
"Sunday, August 7 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Strong east wind
Strong currents & waves outside the bays
Kapalua Bay & Honolua Bay are best

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable east breeze expected
Elevated waves in areas may get bigger
Black Rock & Kahekili are boht excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind this morning
Waves are making snorkeling dificult
Kamaole beach # 1 has smallest waves",5.5,8.0,7.5
"Thursday, August 11 2022","North West (epili,kapatua, Honolua)

Partly sunny, scattered showersvery windy
Rough seas, strong currents outside the bays
Kapalua Bay & Honolua Bay still good & clear

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Lighter mid-morning wind
Wind may affect Kahekili this afternoon
Black Rock & Kahekili both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny with light wind. Increasing wind/clouds
Waves not huge but are slightly bigger today
Kam 1,2,3, Ulua & Mak Landing lookin good early",6.0,8.0,6.5
"Wednesday, August 23, 20:","North West (epili,kapatua, Honolua)

Sunny skies, breezy, possible PM showers
Waves in shallow areas & outside the bays
Kapalua Bay & Honolua Bay are best

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & ligth winds for most of the day
Still slightly elevated waves to avoid
Black Rock & Kahekili looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny with increasing clouds this afternoon
Occassional powerful waves, mainly in Makena
Kamaole # 1, Ulua Beach & Wailea good",6.0,7.5,6.5
"Sunday, August 28, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Stong northeast wind
Strong currents outside of the bays
Kapalua Bay & Honolua Bay are great

Near Ka'anapali (ick rock. airport Kahekil

Sunny with calm wind. Increasing PM wind
May get too windy later at Kahekili
Black Rock & Kahekili both fantastic

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light AM wind. Strong PM wind
Likley wind waves & rough seas later
Kam 1,2,3, Wailea & Makena Landing good early",7.0,8.5,7.5
"Friday, August 19, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Strong wind
Strong currents & waves outside of the bays
Kapalua is good. Honolua is great

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. Breezy PM wind
Increasing wind may affect Kahekili later
Black Rock & Kahekili both super clear

South Shore (oiowalu, kinei, Makena Landing)

Sunny with light AM wind, Strong PM wind
Waves getting bigger today. Rough later
Kam 1,2,3 OK. Ulua & Wailea Beach are best",6.5,8.5,7.5
"Thursday, August 25, 2022","North West (epili,kapatua, Honolua)

Sunny skies, breezy, possible PM showers
Waves in shallow areas & outside the bays
Kapalua Bay & Honolua Bay are best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & favorable wind expected
Stronger waves in areas to be cautious of
South face Black Rock & Kahekili looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny with increasing clouds this afternoon
Waves are small but still powerful at times
Kamaole Beached, Ulua & Wailea look good",6.0,7.5,6.5
"Monday, August 1, 2022","North West (epili,kapatua, Honolua)

Partly sunny, scattered showers, windy
Strong currents, mainly outside the bays
Kapalua Bay & Honolua looking good

Near Ka'anapali (ick rock. airport Kahekil

Partly to mostly sunny. Strong winds
Slightly samller waves. Currents strong in areas
South face of Black Rock & Kahekili are OK

South Shore (oiowalu, kinei, Makena Landing)

Partly to mostly sunny. Increasing PM clouds
Waves still breaking but are getting smaller
North end of Ulua & Kamaole # 1 are Ok",5.0,5.5,6.0
"Tuesday, August 30, 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Breezy winds over 10 mph
Strong currents outside of the bays
Excellent in Kapalua Bay & Honolua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds for most of the day
Stronger currents further out from shore
Black Rock & Kahekili Beach are amazing

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light wind this morning
Afternoon wind may create wind waves
Kam 1,2,3, Wailea area & Makena Landing great",8.0,9.0,8.5
"Wednesday, August 17, 202","North West (epili,kapatua, Honolua)

Sunny, Possible isolated showers later
Stronger currents outside of the bays
Inside & Kapalua Bay & Honolua excellent

Near Ka'anapali (ick rock. airport Kahekil

Sunny, Maybe isolated showers late in day
Currents further out from shore & rock tip
Black Rock & Kahekili both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny & super hot & humid. PM clouds likely
Stronger currents further out from shore
MM-14, Kam 1,2,3, Ulua & Makena Landing great",9.0,9.0,9.0
"Tuesday, August 16, 2022","North West (epili,kapatua, Honolua)

Sunny, Passing tropical showers later
Little waves on the points of the bays
Super calm in Kapalua Bay & Honolua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light east breeze expected
Stronger currents out past rock tip
Super calm & clear at Black Rock & Kahekili

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light winds. Increasing PM wind
Slightly elevated waves at times
MM-14, Kam 1,2,3, Wailea all super calm & clear",8.5,8.5,8.5
") Tuesday, August 23 2022","North West (Napili, Kapalua, Honolua)

Mostly sunny with scattered showers
Rough conditions at Kapalua and Napili
Honolua Bay is your go-to spot on Tuesday

Near Kaanapali (Black Rock, Airport-Kahekili)

Light wind and mostly sunny here today
Fairly rough conditions at Black Rock
Kahekili will likely improve for afternoon snorkeling

Southside (Olowalu, Kihei, Makena Landing)

Partly sunny with light wind and PM showers
Swell is bringing powerful waves at most spots
Kam 1 and north end of Ulua may improve in the PM",4.0,5.0,5.5
"Monday, August 22, 2022","North West (epili,kapatua, Honolua)

Isolated showers, partly sunny, windy
Strong currents & waves in most areas
Honolua Bay is the only spots that's clear

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny, Isolated rain showers. Windy
Dangerous waves, currents & undertow
South end Kahekili has smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing PM clouds & showers
Dangerous waves, currents & undertow
Kamaole # 1 has just slightly smaller waves",0,1.5,6.0
"Friday, September 23, 2022","North West (epili,kapatua, Honolua)

Partly sunny. Possible isolated showers
Waves in Napili, Smaller waves in Kapalua
Honolua Bay is most excellent for snorkeling

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing afternoon clouds
Waves are powerful at Black Rock & south
Some waves at Kahekili, may improve later

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing afternoon clouds
Dangerous waves, currents & undertow
Kamaole # 1 has slightly smaller waves",1.5,4.0,7.5
"Tuesday, September 6, 202","North West (epili,kapatua, Honolua)

Mostly sunny. Scattered showers likely later
Strong currents & waves outside the bays
Inside Kapalua Bay good. Honolua is great

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & breezy winds expected
Wind may affect Kahekili this afternoon
Kahekili best early. Black Rock good all day

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light wind this morning. Windy later
Waves in areas. Wind waves & rough seas later
Kamaole 1, Ulua & Wailea Beach are best this AM",6.0,7.0,6.5
"Thursday, September 22, 2","North West (epili,kapatua, Honolua)

Sunny & light winds. Maybe shpwers later
Waves in Napili & parts of Kapalua Bay
Honolua Bay is super calm & crystal clear

Near Ka'anapali (ick rock. airport Kahekil

Sunny, light winds. Increasing clouds later
Dangerous waves, strong currents & undertow
South end Kahekili has slightly smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light winds. Increasing clouds later
Dangerous waves, strong currents & undertow
Kamaole Beach # 1 has slightly smaller waves",1.0,1.5,7.0
"Wednesday, September 14","North West (epili,kapatua, Honolua)

Sunny skies. breezy east wind 15 mph
Waves & currents aroung the points
Kapalua Bay is good. Honolua is very calm

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds expected
Waves & currents along Black Rock
Kahekili is good but has occasional waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind early. Strong PM wind
Powerful waves, currents & undertow
Kamaole Beach # 1 has slightly smaller waves",3.0,5.0,7.5
"Wednesday, September 7,","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers. Strong wind
Waves & strong currents outside the bays
Itis calmest inside Honolua & Kapalua bays

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. Wind may calm down
Elevated waves at times. Currents further out
Avoid waves & Black Rock & Kahekili are good

South Shore (oiowalu, kinei, Makena Landing)

Sunny this morning. Increasing clouds later
Still powerful little waves. Rough seas later
Kamaole 1, Ulua & Wailea Beach are best early",6.0,7.0,6.5
"Friday, September 16, 2022","North West (epili,kapatua, Honolua)

Hot, humid & sunny. Increasing PM clouds
Surging little waves in Kapalua Bay
Honolua Bay is extremely calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Hot, humid & sunny. Increasing PM clouds
Surging little waves & currents
Black Rock a bit wavey. Kahekili is calm & clear

South Shore (oiowalu, kinei, Makena Landing)

Hot, humid & sunny. Increasing PM clouds
Waves are not huge but still powerful at times
Kamaole Beach # 1 & Ulua are the most calm",5.0,7.0,8.0
"Wednesday, September 28","North West (epili,kapatua, Honolua)

Sunny. Breezy winds. Waves picking up a bit
Waves & currents are a bit stronger today
Kapalua Bay & Honolua Bay mostly calm

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds expected
Wind still may affect Kahekili later
Kahekili Beach & Black Rock are excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind this morning
Possible afternoon wind waves & rough seas
Kam 1,2,3, Wailea & Makena Landing great early",8.0,9.0,7.0
"Thursday, September 29, 2","North West (epili,kapatua, Honolua)

Rain showers, partly sunny, windy
Waves picking up. Honolua has brown areas
Kapalua Bay has waves but clear visibility

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny after morning clouds
Stronger currents further out from shore
Kahekili & Black Rock looking good

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny, light wind this morning
Increasing afternoon winds & wind waves
Kam 1,2,3, Wailea & Makena Landing are good",7.0,7.5,5.5
"Thursday, September 1, 20:","North West (epili,kapatua, Honolua)

Mostly sunny. Passing showers. Windy
Strong currents outside of the bays
Inside Kapalua Bay & Honolua it’s nice & calm

Near Ka'anapali (ick rock. airport Kahekil

Sunshine. Possible passing clouds. Breezy
Wind may affect Kahekili this afternoon
Kahekili & Black Rock both excellent this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind this morning
Strong winds & rough seas expected later
This morning Kam 1,2,3 & Wailea beaches are calm",7.0,8.5,8.0
"Monday, September 12, 20","North West (epili,kapatua, Honolua)

Mostly sunny. Breezy east winds
Dangerous waves & powerful currents
Honolua Bay is super calm & clear today

Near Ka'anapali (ick rock. airport Kahekil

Sunny. Light winds. Increasing PM clouds
Dangerous waves & powerful currents
South end of Kahekili has smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny then increasing afternoon clouds
Dangerous waves & powerful currents
Slightly smaller waves at Kamaole Beach # 1",1.0,2.0,5.0
"Sunday, September 25, 207","North West (epili,kapatua, Honolua)

Sunshine & light wind for most of the day
Waves in Napili & parts of Kapalua Bay
Honolua Bay is super calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Sunny with light wind. Possible clouds later
Waves still powerful. Smaller later in the day
Kahekili Beach has slightly smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light winds. Possible clouds later
Waves & currents are still very powerful
Kamaole #1 has slightly smaller waves",2.0,4.0,6.5
"Saturday, September 24, 2","North West (epili,kapatua, Honolua)

Sunny skies & winds expected to calm down
Waves in Napili & south end of Kapalua
Honolua Bay has excellent snorkeling!

Near Ka'anapali (ick rock. airport Kahekil

Sunny. Chance of tropical showers later
Powerful waves, currents & undertow
Big waves at Black Rock. Smaller at Kahekili

South Shore (oiowalu, kinei, Makena Landing)

Sunny, Chance of tropical showers later
Dangerous waves, currents & undertow!
Small area at Kam #1 has slightly smaller waves",1.0,3.5,7.0
"Saturday, September 10, 2¢","North West (epili,kapatua, Honolua)

Sunny, light winds & maybe isolated showers
Waves & currents increasing in Napili
Kapalua is clear, Honolua is amazing today

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies. Increasing afternoon clouds
Waves & currents likley powerful later
This morning Black Rock's good. Kahekili great

South Shore (oiowalu, kinei, Makena Landing)

Sunny early. Isolated showers expected later
Waves & currents becoming powerful today
North end of Ulua Beach is calmest this morning",4.0,6.5,8.0
"Tuesday, September 13, 20","North West (epili,kapatua, Honolua)

Partly sunny. Scattered showers. Windy
Waves, currents & rain an issue this morning
Kapalua Bay still rough. Honolua Bay is calm

Near Ka'anapali (ick rock. airport Kahekil

Sunny. Light winds. Increasing PM clouds
Dangerous waves & powerful currents
South end of Kahekili has smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Partly sunny. Isolated showers expected
Waves & currents are powerful. Visibility poor
Smaller waves along Kamaole Beach # 1",3.0,4.0,6.0
"Saturday, September 3, 20:","North West (epili,kapatua, Honolua)

Partly sunny, scattered showers all day
Strong currents & waves outside the bays
Inside Kapalua Bay & Honolua are good

Near Ka'anapali (ick rock. airport Kahekil

Partly sunny with scattered showers
Slight chance rain may become heavy later
Black Rock & Kahekili are looking good

South Shore (oiowalu, kinei, Makena Landing)

Partly sunny, increasing rain showers later
Waves will likely rise throughout the day
Kam/1,2,3 & Wailea Beaches are looking good",6.0,7.5,7.0
"Sunday, September 4, 2027","North West (epili,kapatua, Honolua)

Sunny skies & strong winds expected
Waves & currents a bit stronger in areas
Innermost Kapalua Bay & Honolua still good

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable wind expected
May become too windy for Kahekili later
Black Rock & Kahekili are looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Light wind early. Strong wind later
Strong waves & currents - biggest in Makena
Kamaole, Ulua & Wailea beaches are good",6.0,7.5,6.5
"Monday, September 5, 202","North West (epili,kapatua, Honolua)

Partly sunny. Strong winds. Scattered showers
Waves & strong currents outside of the bays
Inner areas of Kapalua Bay & Honolua calmer

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing PM clouds & wind
Waves affecting Black Rock this morning
Kahekili Beach is looking best this morning

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Light AM winds, strong PM wind.
Waves in areas. Choppy seas & currents later
Kamaole 1, Ulua & Wailea beaches calmer this AM",5.5,6.5,6.0
"Wednesday, September 21","North West (epili,kapatua, Honolua)

Sunny, brief isolated shower. Windy
Waves in Napili & outer points
Kapalua Bay is calm. Most of Honolua is calm

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies. Increasing afternoon winds
Waves are picking up but are not big yet
Black Rock is good. Kahekili is the most calm

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Light AM winds. Strong PM wind
Waves are picking up. Rough seas this afternoon
Kamaole # 1, Ulua, & Wailea beaches nice early",4.5,6.0,7.5
"Tuesday, September 20, 20","North West (epili,kapatua, Honolua)

Sunny. Possible isolated showers. Windy
Strong currents outside the bays.
Kapalua Bay & Honolua are nice & clear

Near Ka'anapali (ick rock. airport Kahekil

Sunny. Breezy winds. Lighter wind mid-morning
Some waves. Wind may affect Kahekili later
Kahekili & South face of Black Rock looking good

South Shore (oiowalu, kinei, Makena Landing)

Sunny. Light wind early. Strong afternoon winds
Rough, choppy seas expected this afternoon
Kam 1,2,3, Ulua & Makena Landing good this AM",7.0,75,8.0
"Saturday, September 17, 20","North West (epili,kapatua, Honolua)

Sunny with light winds this morning
Slightly elevated waves in Napili & Kapalua
Honolua Bay is super calm & incredible

Near Ka'anapali (ick rock. airport Kahekil

Sunny, light winds. Clouds may form later
Waves are affecting Black Rock this morning
Kahekili is calm & clear with smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny this morning. Increasing clouds later
Waves in areas. Makena has biggets waves
Wailea Beach & Ulua are best. Kamaole #1 good",6.0,7.0,8.0
"Thursday, September 15, 2","North West (epili,kapatua, Honolua)

Hot & sunny. Increasing afternoon wind
Waves & stronger currents outside of the bays
Kapalua Bay & Honolua Bay are super calm

Near Ka'anapali (ick rock. airport Kahekil

Hot & sunny. Light winds expected all day
Waves are still up a bit but much smaller
Black Rock has some waves. Kahekili is calmest

South Shore (oiowalu, kinei, Makena Landing)

Hot & sunny. Increasing clouds this afternoon
Smaller waves but still powerful in areas
Bigger waves in Makena. Smaller at Ulua & Kam 1",5.0,7.0,8.0
"Friday, September 9, 2022","North West (epili,kapatua, Honolua)

Partly sunny. Scattered showers
Ifit rains heavy, conditions will become poor
Kapalua Bay & Honolua are calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Partly to mostly sunny, Isolated showers
Waves starting to pick up. Black Rock affected
Kahekili Beach is calmest with best visibility

South Shore (oiowalu, kinei, Makena Landing)

Partly sunny. Scattered showers
Waves starting to pick up, likely powerful later
Kamaole Beach & Wailea Beach are more calm",5.0,6.5,7.5
"Thursday, September 8, 20","North West (epili,kapatua, Honolua)

Mostly sunny. Possible isolated showers
Strong currents outside of the bays
Kapalua Bay & Honolua are super calm

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & light, favorable wind expected
Stronger currents further out from shore
Black Rock & Kahekili are both clear & calm

South Shore (oiowalu, kinei, Makena Landing)

Clear skies early. Increasing clouds later
Waves breaking in areas of most beaches
Kamaole 1,2,3 & Wailea Beach have small waves",6.5,8.5,8.0
"Sunday, September 18, 202","North West (epili,kapatua, Honolua)

Partly sunny. Scattered showers likely
Waves picked up in Napili & Kapalua
Most of Honolua is nice, calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Scattered showers sometime
Waves still elevated, mostly around Black Rock
Kahekili Beach looking great this morning

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny then scattered showers later
Waves at times. Likley choppy later
Kam 1, Ulua & Makena Landing good this AM",6.5,7.0,5.5
"Monday, September 19, 20","North West (epili,kapatua, Honolua)

Partly sunny. Very windy. Isolated showers
Super strong currents outside the bays
Calm & clear inside Kapalua Bay & Honolua

Near Ka'anapali (ick rock. airport Kahekil

Should remain mostly sunny. Strong winds
Stronger currents.Wind may affect Kahekili later
South face of Black Rock likely calm all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny early. Increasing wind & clouds later
Waves in areas. Rough seas likely this afternoon
Kamaole # 1, Ulua & Wailea looking good this AM",6.5,7.0,7.5
"Sunday, September 11, 202","North West (epili,kapatua, Honolua)

Partly sunny. Calm wind. Isolated showers
Waves in Napili & outer area of Kapalua
Honolua Bay is super calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Partly sunny. Likely isolated showers
Waves are getting powerful sometime soon
Kahekili Beach is still good this morning

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny early. Isolated showers later
Waves already powerful in Makena
This morning Kam # 1 & north end Ulua OK",4.0,5.5,7.5
"Friday, September 2, 2022","North West (epili,kapatua, Honolua)

Mostly sunny with strong winds
Stronger waves & currents in areas
Kapalua Bay is good, Honolua Bay is best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & favorable wind expected
Wind may pick up & affect Kahekili later
Kahekili & Black Rock incredible this morning

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light AM wind. Stronger PM wind.
Wind waves & rough seas likely later
Kam 1,2,3, Ulua & Wailea are super calm early",7.5,8.5,7.0
"Monday, September 26, 20","North West (epili,kapatua, Honolua)

Mostly sunny. Increasing clouds later today
Waves in Napili & parts of Kapalua
Kapalua has improved. Honolua is fantastic

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies are expected for most of the day
Waves smaller but still powerful at times
Black Rock still rough. Kahekili looking good

South Shore (oiowalu, kinei, Makena Landing)

Sunshine this morning. Clouds this afternoon
Waves are still powerful at most beaches
Slightly smaller waves at Ulua & Kamaole # 1",4.0,6.0,7.5
"Tuesday, September 27, 20","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds this morning
Outside the bays currents are strong
Kapalua Bay & Honolua Bay are fantastic

Near Ka'anapali (ick rock. airport Kahekil

Sunshine is expected. Increasing winds
Still some waves & stronger currents in areas
Black Rock is good. Kahekili beach is great

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing afternoon winds
Waves are smaller but still powerful at times
Smaller waves at Kamaole 1, Ulua & Wailea",5.0,7.0,8.0
"Saturday, January 21 2023","Northwest (Napili, Kapalua, Honolua)

e Inside of Kapalua Bay is calmest in the Zone
« Huge waves are expected sometime today
e Sunny with light winds. Maybe PM clouds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili have great snorkeling
¢ Slightly stronger little waves & currents

e Sunny skies & calm winds likely all day

South Shore (olowatu, Kihei, Wailea, Makena)

e Mile Marker 14 & south end of Kam #1 good
e Waves are getting smaller. Ulua may improve
e Sunshine & light winds are expected",6.0,8.0,3.0
"Thursday, January 05 2023","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay may clear up later

« Scattered showers but mostly sunny

e Strong Waves, currents, and undertow

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ South face of Black Rock looks great

¢ Calm winds and sunny skies, may rain in AM

¢ Be mindful of small shore break along Ka’anapali

South Shore (clowatu, kine, Wailea, Makena)

e Ulua Beach looking nice today

¢ Mostly sunny with light winds

e¢ MM-14 and Kam #1 may have reduced visibility",6.0,7.0,3.0
"Vednesday, January 04 2023","Northwest (Napili, Kapalua, Honolua)

¢ Strong waves, currents and undertow

e Showers across the zone & moderate wind
e Rough conditions across the zone

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e Pocket of calm water south of Black Rock
¢ Scattered showers and partly sunny

¢ Strong currents further off from shore

South Shore (oiowatu, Kihei, Wailea, Makena)

¢ Olowalu (MM-14( and Kam 1 likely good today
e Sunny day with light winds

e Small shorebreak at Wailea Beach",6.5,6.5,2.0
anuary 28 2023,"Northwest

Napili, Kapalua, Honolua
e Dangerous waves, currents & rain runoff
e Stormy- heavy rain, winds & ocean debris 0.0
¢ Please stay out of the water again today

Ka'anapali

Black Rock, Kahekili (Airport Beach)

e Stormy conditons , currents & rain runoff

e Heavy rain, winds & possible flooding 1.0
« Recommended to remain out of the water

South Shore

Olowalu, Kihei, Wailea Makena

e Dangerous conditions. Brown water & waves

e Flash Floods! Road closures & hazards 0.0
e Rain & debris. Please stay out of the water",,,
"Sunday, January 01 2023","Northwest (Napili, Kapalua, Honolua)

« Kapalua Bay & south side of Honolua are best
e Waves & currents are stronger - be cautious
e Sunny skies & breezy east winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili is most calm. Black Rock is good too
¢ Waves are a little bigger - avoid the waves
e Sunshine & light winds likely all day

South Shore (olowatu, Kihei, Wailea, Makena)
e Mile Marker 14 & Kam 1 have smallest waves
e Powerful waves in Makena & Wailea

¢ Sunny. Increasing winds in areas later",2.0,6.5,4.0
"Vednesday, January 25 2023","Northwest (Napili, Kapalua, Honolua)

¢ Strong waves, currents & undertow

e Dangerous ocean conditions

e Partly cloudy, PM showers & strong wind

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Calm water south face of Black Rock in AM
¢ Be aware of powerful shorebreak and waves
¢ Isolated showers and strong winds in PM

South Shore (olowatu, Kihei, Wailea, Makena)

e Intense waves across the zone

e Powerful currents, shorebreak & undertow

¢ Strong winds, isolated showers, partly sunny",1.0,5.0,
"Saturday, January 14 2023","Northwest (Napili, Kapalua, Honolua)

¢ Still extremely dangerous ocean conditions
e Super powerful waves, currents & undertow
« Head to Ka’anapali or further south to play

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock is best. Kahekili is improving

¢ Waves in areas may pick up later in the day
¢ Clear sunny skies with a light breeze

South Shore (olowatu, Kihei, Wailea, Makena)
e« MM-14 & Kamaole Beaches are the calmest
e Waves in some areas, mainly in Makena area
¢ Sunshine & light winds likely all day",6.0,5.5,
"Tuesday, Januray 24 2023","Northwest (Napili, Kapalua, Honolua)

e Waves are a bit smaller but still too powerful
e Strong currents & conditions are hazardous
e Later, inside Kapalua bay may calm down more

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Mile Marker 14 & Kahekili are best chances
¢ Waves are smaller but still powerful at times
¢ Sunny, then slight chance of isolated showers

Southside (Olowalu, Kihei, Wailea Makena)

* Waves are smallest at Kamaole # 1
* Dangerous waves in Makena & Wailea
* Mostly sunny. Possible afternoon showers",1.5,5.5,1.0
"Tuesday, January 31 2023","Northwest (Napili, Kapalua, Honolua)

* Currents & waves are powerful

* Smalles waves are inside Kapalua bay
* Sunny, possible clouds this afternoon

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Mile Marker 14 is great! Kahekili good too

¢ Waves & currents are strong in areas

¢ Beautiful sunshine is likely for most of the day

Southside (Olowalu, Kihei, Wailea Makena)

* Kamaole Beach # 1 has the smallest waves
* Most hazrdous waves in Makena & Wailea
* Mostly sunny for most of the day",2.5,5.0,1.0
"Monday, Januray 16 2023","Northwest (Napili, Kapalua, Honolua)

¢ Inside Kapalua Bay has smallest waves
¢ Powerful waves & currents expected soon
¢ Sunny with light winds likely all day

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili & Black Rock both looking good!
¢ Waves may pick up a little later in the day
¢ Sunshine & light winds expected all day

Southside (Olowalu, Kihei, Wailea Makena)

¢ South end of Kam #1 & Mm-14 are calmest
¢ Stronger waves & currents in Makena/Wailea
¢ Sunny skies & light winds for most of the day",4.0,7.0,3.0
"Thursday, January 26 2023","Northwest (Napili, Kapalua, Honolua)
¢ Strong waves, currents & undertow
e Dangerous ocean conditions

e Partly cloudy, rainy, strong winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Some calm water south face of Black Rock
¢ Powerful shorebreak. Currents past the tip
e Isolated showers, strong winds, cloudy

South Shore (olowatu, Kihei, Wailea, Makena)

e Intense waves across the zone

e Powerful currents, shorebreak & undertow

¢ Strong winds, isolated showers, partly sunny",2.5,4.0,
"Sunday, January 29 2023","Northwest (Napili, Kapalua, Honolua)

¢ Lots of debris & brown water pollution

« Powerful currents. Waves getting bigger
e More rain is expected & strong winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Calmer pocket along south face Black Rock

e Rain runoff pollution levels are high

e Rain is expected. It could get very rough again

South Shore (clowatu, kine, Wailea, Makena)
¢ Brown water, pollution, debris & currents
e Recommended to stay out of the water

¢ Starting to clear but more rain is likely",,4.0,1.0
"Tuesday, Januray 10 2023","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay is calmest-still strong currents
* Powerful waves & currents getting stronger
¢ Partly to mostly sunny. North breeze

Ka'anapali (Black Rock, Kahekili-Airport Beach)
* Kahekili & Black Rock looking super clear
* Surging little 1’ waves to take care & avoid
¢ Mostly sunny light onshore little breeze

Southside (Olowalu, Kihei, Wailea Makena)

¢ Mile Marker 14 & Kamaole Beaches are best

° Waves picked up a bit, mainly in Makena area

¢ Should be mostly sunny. Light onshore breeze",7.0,8.5,1.5
